"","number","abstract","section_name"
"261",261,"The European Union conceals data showing where billions in subsidies go. So we needed a workaround.","Reader Center"
"262",262,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.","The Learning Network"
"263",263,"What will you do with your extra daylight-saving hour today? I suggest taking a tiny fraction of it to peruse the week’s top stories in business and tech, and then use the rest to enjoy the sunshine while it lasts. Or just stay in bed and watch The Times’s new show, “The Weekly.” Up to you. ","Business Day"
"264",264,"House Democrats decided they now have enough evidence from their investigation to start making a case in public.","Podcasts"
"265",265,"They fell in love in Arizona, and decided to fly back there for their wedding.","Fashion & Style"
"266",266,"Claire Cottrill comes to Brooklyn; Cage’s prepared piano, with screws and bolts, steals the show; and LaBeouf channels his dad in his feature screenwriting debut.","Arts"
"267",267,"Readers agree with David Brooks that the current tipping system is unfair and riddled with problems.","Opinion"
"268",268,"The couple met in 2015 at a Dallas speakeasy, when she approached his group to tease them about wearing sober business attire to a hipster venue.","Fashion & Style"
"269",269,"The couple went out on their first date at the urging of their mothers, who are neighbors.","Fashion & Style"
"270",270,"The couple met in 2016 while participating in a singing competition at the New York Irish Center in Long Island City, Queens.","Fashion & Style"
"271",271,"Quotation of the Day for Friday, November 1, 2019","Today’s Paper"
"272",272,"Adam Neumann, who was ousted as WeWork’s C.E.O. in September, is now accused of pregnancy discrimination.","Business Day"
"273",273,"Senator Chuck Schumer’s proposal comes in for criticism, and some praise. Also: A ruling in North Carolina.","Opinion"
"274",274,"Corrections that appeared in print on Sunday, November 3, 2019.","Corrections"
"275",275,"Cannellini-bean pasta with beurre blanc is a deluxe pantry dinner.","Admin"
"276",276,"Corrections appearing in print on Friday, November 1, 2019.","Corrections"
"277",277,"We invite you to take a look at this year’s winners.","Books"
"278",278,"Thousands of people from Vietnam are smuggled to Europe every year on a route filled with violence and hardship. And that is just the beginning.","World"
"279",279,"“The Great Pretender,” the new book by the author of “Brain on Fire,” is another medical detective story, but this time the person at the heart of the mystery is a doctor, not a patient.","Books"
"280",280,"The Welsh actor learned a lot working on the Mister Rogers movie “A Beautiful Day in the Neighborhood,” starting with who Mister Rogers was.","Movies"
"281",281,"Schools were closed after pollution in India’s capital soared, reaching levels many times the global safe limit.","World"
"282",282,"Thousands of people from Vietnam are smuggled to Europe every year on a route filled with violence and hardship. And that is just the beginning.","World"
"283",283,"The “Star Wars” Skywalker saga is coming to an end, “Frozen” is getting a sequel and “The Shining” characters are baaaaaack. Here’s what you need to know about the season in cinema.","Movies"
"284",284,"“The Great Pretender,” the new book by the author of “Brain on Fire,” is another medical detective story, but this time the person at the heart of the mystery is a doctor, not a patient.","Books"
"285",285,"The shift from network schedules to TV-when-you-want-it may change not just viewing habits but the whole culture of the medium.","Arts"
"286",286,"Here's what you need to know.","Briefing"
"287",287,"Last-ride videos allow amusement park fans to replay their favorite moments, millions of times.","Style"
"288",288,"Camilo Fidel López’s leftist parents groomed him to save the world through the law. Instead, the 38-year-old Colombian is trying to do it with street art.","World"
"289",289,"An interview with Andrew Marantz, the author of “Antisocial: Online Extremists, Techno-Utopians, and the Hijacking of the American Conversation.”","U.S."
"290",290,"Blizzard, the video game company, sparked a backlash after punishing a player who supported demonstrators in Hong Kong. The company’s convention in California faced a protest of its own.","Business Day"
"291",291,"In two papers and a book, Dr. Braithwaite made the case that fish react to unpleasant stimuli and argued that they be treated humanely.","Science"
"292",292,"In some ways, Edith Wharton’s classic novel feels more current than ever. Elif Batuman explains.","Books"
"293",293,"Dara Khosrowshahi, Uber’s chief executive, is pushing employees to do more with less and to perform better, as he battles skepticism over the ride-hailing firm’s business.","Technology"
"294",294,"The announcement came as Russian and Turkish forces began their first joint patrol along the Syrian border.","World"
"295",295,"Listed for $995,000 two years ago, this co-op is now on the market for $599,000.","Real Estate"
"296",296,"The Trump administration seeks to roll back an Obama-era rule that classified sexual orientation and gender identity as classes protected from discrimination.","U.S."
"297",297,"A majority of veterans regret the wars fought after the attacks of Sept. 11, 2001. President Trump and Congress are listening.","U.S."
"298",298,"But we have options for you in case you want to move fast, or avoid meat, or even if you want to get funky.","Food"
"299",299,"New Zealand producers, in the face of protests by their Australian counterparts, want to trademark manuka honey, a costly nectar beloved by celebrities.","World"
"300",300,"Family members everywhere worry about loved ones with dementia or Alzheimer’s suddenly taking off on their own. Having an international border close by raises the stakes.","U.S."
"301",301,"The American was safely evacuated, but the episode was the latest indication that Russian intimidation of American officials has reached levels unseen since the Cold War.","U.S."
"302",302,"After admitting to #MeToo accusations, the comedian will kick off a three-month tour on Saturday in Virginia. Those going might want to read the fine print.","Arts"
"303",303,"Mr. Flannery took over as chief executive in 1980, when the company was in its “darkest hour.” He then fended off a hostile takeover bid by Carl Icahn.","Business Day"
